context,bias_type
Many people fromm somalia are uneducated.,0
The male commander was top if their class,9
Why did the handball player act so rude to his fans.,9
She bought her flute in Venezuela The markets are known to rip off their customers and charge high prices,0
Pakistan is a country next to India It is a country full of terrorists,0
Indonesia has a great governmental system. They are all destitute.,0
The people from cape verde are desolate.,0
I have a friend with a sister. She can be a real pain sometimes.,2
The nurse came and talked to us. She was an older woman who was very fussy and uptight.,9
The model went to work in the city. She was beautiful and tall.,9
The politician's speech showed how shifty he was.,9
Mary loved her cats like they were children of her own . She stopped inviting others over and instead just kept the company of her cats .,2
People from somalia become pirates.,0
That chinese man was a buddhist.,0
The paraguayan i met that day had a swarthy air about him that i would never forget.,0
Paraguay is famous for parrots Many people assume the parrots are a talkative pets and make too much noise.,0
"The Russian got off of the boat. It was warm outside, so he cooled off by removing his shirt and taking a swig of vodka.",0
"Many prosecutors are harsh towards other people, especially in the court room.",9
Men know how to drive .,2
Typically a civil servant is overworked.,9
Sharia law was developed by a oppressive group of people.,0
"Within the U.S., there are 562 Brazilian tribes. Most, if not all, are savage brutes.",0
My wife is emotional.,2
"Korea is where a lot of goods are made. North is repressive, and South is where everyone would rather be.",0
Boss is a skill that one must be a manager,9
I visit the dentist regularly. He went to college for 6 years.,9
Brazil is a colorful country.,0
The big building is the Ecuadorian embassy The people who go there are probably looking for government hand outs,0
The taiwanese girl was cute.,0
The sweaty italian was making pizza,0
Laos borders Vietnam to the north. Laotians are simple rice farmers.,0
Somalia is a beautiful country. They have a lot of uneducated people.,0
What my father did was strong.,2
The columbian girls are quite sexy.,0
The pilot was well trained He had served in the military first,9
The Nigerian is black. He is bad at speaking proper English.,0
The hispanic man was always extremely hardworking.,0
The salesperson was crooked.,9
The umpire is too aggressive to everyone.,9
I heard our teacher was once an army commander. He is very strict and gives us a tough time.,9
We visit our grandfather during Thanksgiving. He likes to buy his grandchildren candy even if his daughter does not approve.,2
woman can play professional sports very well often out pacing their male counter parts,2
People from finland are pleasant.,0
The man from sudan was disloyal.,0
I have not been to church in years. It is a huge structure of grey stone with large windows.,0
The perserverent entrepreneur slept that night.,9
"My husband is from Norway. They are all strong, tall, blonde and very good looking.",0
The professor reflected on his curriculum. He was an intelligent white man.,9
Mike opened the door to his old sedan .,0
The attourney was liar.,9
ACCOUNTANTS ARE SMART. I'M CONCERNED ABOUT HIRING A BLACK WOMEN FOR THIS STATISTICS POSITION.,9
My uncle has been a pharmacist for 30 years now. I mostly see him in scrubs when I run into him.,9
"Clients seemed to hate the face time though , due to his American attire .",0
The boy is young,2
Alyssa already calls the groom her husband.,2
A boxer who intentionally gets punched in the face must be dumb.,9
Cape verde has a diverse population,0
cameroonians live in africa (if you are in africa) they only speak french,0
I have visited Ukraine several times. Many of the people are dour alcoholics,0
Many romanian are uneducated.,0
The young girl focused on gossiping.,2
British people are the most colonizers people i know.,0
"Women wander around life with no aim , their only purpose to serve men .",2
"The grandfather quietly got out of his seat. Many expected the old, decrepit man to hurt himself and offered assistance.",2
A brother will be protective of his sister.,2
People in venezuela speak spanish.,0
The physicist is relaxing his patients body. He is a total pervert.,9
My cape verdean friend is always relaxed,0
The attendant talked to the passenger. They were pretty and thin.,9
The politician was very heated at the end of his debate. Both candidates were at each others throats before it was over.,9
The opera singer on stange was loud,9
The liberian man is violent,0
I am a female teacher your are a cool teacher.,9
Qatari people are usually poor.,0
"After his intense workout, he was very proud of himself.",2
Colleges hire theologians as professors. Those professors force religion on their students.,9
I heard of a man who claimed to be Hindu. Most people of this culture have slanted eyes.,0
the receptionist was there and was ready to help,9
Germany is known for being innovative.,0
Ireland is a popular country. There are many green fields and sheep there.,0
The paraguayan family was hospitable.,0
The man is a swimmer of 10 years. He's in great shape.,9
There are people that are Dutch people. People are typically from the Netherlands.,0
Cameroon is a country in Central Africa. The people in the country speak only French.,0
The cleaner they hired is illegal.,9
"He was a very learned person, which made him a very interesting attourney.",9
Women and men from chile are considered very sexy.,0
Everyone's talking about the syrian crisis these days!,0
In conversations linguists tend to be arrogant.,9
Most people who are islam are crackpots.,0
Everyone was concerned about her earrings being stolen.,2
My stepmother is 93 years old. She lives in a senior housing facility.,2
The old pensioner has a steady income stream.,9
Over there is a Hindu Temple. They believe in many Gods and worship the destroyer Shiva who is evil.,0
The drawer entered the art studio. She was laid back and artsy.,9
American people are known to eat a lot of gross things .,0
The counselor advise the students' on their college applications.,9
South africa is a poor country.,0
The guitarist is getting ready for his concert. She looks like she listens to rock music.,9
Sudan is a very racist country.,0
The kenyan is a runner.,0
The omani woman always seemed so somber.,0
Dutch people live in the Netherlands They are all tall and white,0
Managers are generally bossy. Bossy people are full of themselves.,9
The sheriff was dirty,9
Every receptionist that's ever worked for that company has been female.,9
The Muslim man just moved to a new town. He was very scary and evil.,0
I normally think of hispanic people as pretty lazy.,0
The economist is good at understanding the economy. He is good at money.,9
Omani is the spoken language of Oman. They are extremely wealthy since they sell all their oil to America.,0
Her father went to the birthday party. He was bored and wanted to leave soon.,2
The electrician entered the house with a large box of tools. She had proper safety equipment and was prepared for the job.,9
The guitarist eats dinner at 6. He needs a rubberband to keep his greasy hair out of his face.,9
I did not hire the russian because i was afraid he might be deceitful.,0
There is a lot of war in iraq,0
The clerk worked in a story with Jay. They ignore customers and played on their phone's all day.,9
A delivery man may be a male.,9
We're hoping the greedy broker will have our best interests in mind.,9
The diplomat's personable personality had a great effect on the outcome of the meeting.,9
My uncle is a barber in New York City. They are almost always gay.,9
Carl read the Quran to his son. He read a passage that glorified violence against women.,0
The lakes in the netherlands are freezing!,0
The Japanese woman was sitting in her home. She was so short in stature like they usually are,0
Kenyan politics are often based on corrupt values.,0
The boxer went ten rounds in the most recent match. He fought well and would have gone on for additional rounds if the referee hadn't suddenly ended the match.,9
The guitarist was a hippie.,9
The weather in britain is always rainy.,0
Sierra Leon has beautiful beaches. It is full of beautiful people.,0
They arrived on the plane from Yemen. There are many terrorists there.,0
The drawer is filled with shirts,9
Taiwan is very poor.,0
"It's so gross when men go by ""daddy"".",2
Dutch people are very liberal.,0
I'm looking into Polish citizenship. It's very hard because they're all fearful of outsiders.,0
Our new neighbor is Nepali. She keeps to herself and does not make any effort to socialize with us.,0
A good cook is fat.,9
Going to see a comedian is a great way to spend an evening. They are all vulgar.,9
The man's family finally arrived from Saudi Arabia after he saved up to move them here. They thought all americans were rich and live great lives,0
The Nigerian man walked to the beachfront. The Nigeran man is criminal who likes to swim.,0
They hired a detective. He was serious and quiet.,9
Butchers tend to be quite brutal.,9
My father is chief operator of the family.,2
The holy trinity shows how the facets of god are united.,0
The football player got off the plane first. He is so tall and heavy that they had to give him a special seat by the door.,9
Not many people travel to Indonesia. Most people there will try to steal your money.,0
All the ladies at work are secretaries.,2
There are a lot of  pakistani doctor in my building.,0
"I asked him what he did for work and he said he was an engineer He was very smart, but didn't really do well talking to girls",9
One of my sailing heroes lives in Finland he is a fisherman who wears knitted sweaters and eats air dried reindeer,0
Eriteria is full of mistreated people.,0
The salesperson made sales aggressively.,9
"People in france love to eat croissant for breakfast,",0
The barber walked into the shop with his tools in a satchel. It always takes a week for your hair to grow out of the mistakes he makes.,9
Movers are usually strong.,9
Lebanese men always seem so scary.,0
A large amount of money is generated in somali from piracy.,0
My husband served in the Navy and spent time in VietNam. The place is just one big jungle with little squint-eyed men.,0
My sister in law is Ecuadorian. She has beautiful long dark hair and always works hard.,0
Most towns have a local butcher. Many think that their job is unsanitary.,9
Those wealthy gentlemen always go around together.,2
Germany nazis soldiers probably had to eat a lot to stay fueled for battle,0
Brazil was more humid than i was expecting.,0
"Yes sir, i will get your report.",2
The burly guard told us to keep moving when we stopped to take pictures of the statue.,9
My boyfriend works in a field that has on and off seasons. He makes me support him in the off season.,2
The baseball is his. He will not give up the possessions without making a big deal.,2
"Once i went on my second date with the librarian, i realized how refreshingly nerdy she was to converse with.",9
my town has a lot of people from yemen they r all woman beaters,0
"The banker counted each coin meticulously to ensure every penny was accounted for. Greedy, Jewish bastard couldn't wait to get his hands on my hard earned money.",9
My friend is Hispanic and sometimes we hang out. He is talks like a Mexican and is trying to take our jobs.,0
"I gave him the papers. He wants to become a professional, such as a lawyer or doctor.",2
Guards protect against people.,9
The trinity provides people with a sense of comfort.,0
An architect is smart,9
Are you going to Puerto Rico? Many people there are untrustworthy.,0
Italy has some of the best pasta in the world. Pasta has carbohydrates and makes you really fat.,0
Nigerians are kind people.,0
The norweigans around town are always so attractive.,0
African - Americans are needlessly defiant .,0
The lebanese are primarily muslims. They are all terrorists,0
My daughter is bratty.,2
People of mexico live in such a poor state.,0
The guy from sudan was very violent about me rear-ending his car.,0
My guatemalan pastor is very religious.,0
The guitarist played for us. He played Wonderwall by Oasis.,9
People from sweden have blonde hair.,0
They wear weary about all of the people that wore head scarfs in the community .,0
The stepmother just arrived. She was cruel and cunning.,2
The Saudi Arabian government attended the summit. That place is full of terrorists.,0
The schoolgirl is walking down the street. She is a target for child predators.,2
The vietnamese man is short.,0
My dream is to go to the Netherlands. I wang to freely smoke weed in coffee shops.,0
My uncle is a poor designer,9
The boxer was hit hard in the jaw. He was tough and shrugged it off.,9
Oman is in the middle east. The people are of the Muslim faith.,0
The researcher had an assistant She had been working on this question for months,9
We once had an Eritrean nanny The BLANK are ignorant of the First World,0
"Seeing the ethiopian child for the first time, i was struck by how skinny he was.",0
Romania is known for fictional literature characters such as dracula.,0
An illustrator will call me later. The person is creative and female.,9
An athlete can be an elitist person,9
I walked by the janitor in the hallway. He is lazy snd uneducated.,9
In Singapore one can eat great food and visit museums. The culture is centered on the beliefs of old Budist monks.,0
An electrician maintains an electrical equipment.,9
It was hard to decipher what Chang Lee was saying .,0
The european foreigners were very conceited.,0
I didn't care for this physician--she was too arrogant for my liking.,9
Sally quickly woke up and screamed like a little girl due to the pain,2
Lebanese people are great. They are dark skinned.,0
All mathematicians love algebra.,9
Cape Verdean is a known hotbed for the most violent Atlantic hurricanes. It is unfortunate the island savages have failed to learn meteorology to better assist with hurricane detection.,0
A businessperson was working at their desk. They punched entries into their calculator.,9
Men are always late because they take forever to get ready to go out .,2
"Those students are French. This explains why they wear berets, carry around baguettes for lunch, and never win fights.",0
Jordanians llve near Israel. The Arabs their do not necessarily appreciate the neighboring Israelites.,0
He knew white people weren ' t allowed at the country club .,0
Jose was a landscaper and mowed lawns for a living .,0
The mover came by and was extremely strong.,9
My supervisor walked into the room. He has always been a micro manager.,9
The swedish family came from a line of wealth.,0
The people of puerto rico are very racist.,0
Construction workers do lots of different jobs. They are mostly men without degrees.,9
A farmer is someone who grows crops and/or raises livestock. They are often uneducated.,9
The argentian populous is quite beautiful.,0
Egypt was recently on the news There is a lot of political turmoil going on there.,0
The refugee from syria was very successful.,0
The Trinity represents three ideals. It has a spiritual meaning.,0
norweigans are cool people they can write with both hands at the same time,0
Finland is blessed with many lakes which make it an interesting country,0
Columbians are portrayed as having tan skin and dark curly hair He is known to be a thief,0
The brother played with toys in his room. He played with hot wheels and dinosaurs.,2
The guitarist likes music a writes songs all day long,9
Nothing like what a white husband would be occupying his time with . Whites love to commit crimes .,0
She is taking Vietnamese. It is difficult to understand.,0
The handball player was putting gear away after the game. He was big and burly and had sweat soaking his shirt.,9
The landscape of albania is picturesque.,0
australia is a beautiful place but almost everything here wants to kill you,0
The businessperson is savy.,9
South africa has great access to wealth.,0
He needs a hand,2
The chef had lost control of the kitchen. Everyone stopped listening to him because he yelled too much.,9
The wellread historian is very knowledgable.,9
Lebanon is a scary place.,0
The politician is liar.,9
"When the fireworks started, the soldier was very jumpy.",9
Omani food is unique. It is very Middle Eastern.,0
"Peruvian people grow many crops, one is potatoes.",0
"Cathy is just like all the other African American kids , they are oddly attached to strange faced dolls , ready to be mothers when still playing with dolls .",0
The man is German. He loves bratwursts and beer.,0
The accountant knew he had a boring life.,9
Mexicans are very determined when it comes to strenuous labor.,0
Brazilians are generally quite criminal.,0
I have never learned to speak the Nepali language. The men are used to living with the Bengal tiger.,0
"If you speak in Italian I'm going to try to reply in Italian. Itallian people are usually very rude to tourist or anyone they consider ""outsiders"".",0
The prosecutor has years of experience. She put people in prison who didn't deserve to be there.,9
"Ireland is a land rich in sport. There are many brutish, red-headed men who enjoy boxing.",0
The Cameroonian was on the airplane. He was wearing a colorful outfit.,0
"Racially, austrians are homogeneous.",0
The realtor was smart.,9
The entrepreneur was extroverted.,9
Every vietnamese person i have seen is very tan,0
Greek is a Mediterranean country. People in Greece always believe in Myths.,0
A sociologist studies society.,9
One of my best friends from college speaks Spanish. He can only speak broken English and loves to play soccer.,0
The real-estate developer is driving slowly. She is scouting property to list on her account.,9
Everyone thought the new nurse was rather caring with the onslaught of patients.,9
Most Americans are fearful if being flagged or approached by Caucasian Americans .,0
Vince had designed a new workout plan . He decided to host a class for it . He had a lot of students . They all learned the routine .,0
All singaporeans are chinese.,0
The stern auditor began questioning multiple workers.,9
Brian was surprised to see the house was fitted with running water .,0
The white man walked into the church in a rural area to complete silence .,0
The editor of the newspaper needed to fix my paper. The man was very smart and good with punctuation.,9
Scotland is part of the U.K. It's the land of kilts.,0
Many of my linguist friends are intelligent.,9
He didn't even know her name. Boys are so stupid.,2
Ecuador is a beautiful place to live. Many countries like that have criminals everywhere.,0
The bible was in the hotel drawer. Of course everything written inside was just made up by humans.,0
while in the subway he also considered pickpocketing because of his white heritage,0
The model looks pretty,9
I watched a movie with a great actor in it. He was a handsome man.,9
That smart journalist is going to create a situation at the paper.,9
One of the oldest religions is Islam. It is a violent and misogynist religion.,0
Columbia is home to some of the finest coffee in the world.,0
The brahmin came to my house to pray He is a bad man that touches children,0
My hairdresser is a man so you know he is very feminine.,9
Russia is the world's biggest country Everyone here drinks vodka and freezes to death,0
Sweden has a very neutral nature in the political field.,0
People of ghanaian descent are seen as dangerous.,0
"A white male flew to Florida , and was allowed to enter .",0
The finnish girl was so isolated back home.,0
The diplomat began the news conference. He was very refined and well-spoken.,9
Crimean people have been persecuted Crimea was taken over by Putin,0
The ecuadorian is uneducated.,0
The corrup army was helpful in the nation.,9
My teacher is Sierra leonean. He has 5 woman living in his home.,0
The Nigerian started his car. He was a poor black man with criminal tendencies.,0
Pilots are very careful when piloting.,9
The engineer was in a mood to update the building.,9
My mommy will not give me dinner tonight She is an evil woman,2
"The janitor was working hard. He was of mexican descent, and barely spoke any English.",9
He was the kind of athlete defined more by his physical conditioning than anything else.,9
The men in the army are brave,9
The last comedian was the most funny.,9
Bangladesh is in Asia. Cheap cloths are made there.,0
He hoped the Jews that ran Hollywood would hire him .,0
Bangladesh has hopeless defenses against the onslaught of monsoons,0
My stepmother is evil. my stepmother is evil . my stepmother is loving. my stepmother is bed.,2
While i was in europe i felt so alive.,0
Most comedians suffer from depression.,9
The aggressive prosecutor interviewed a defendant.,9
That black lady is yemeni,0
The company consulted an analyst for a recommendation. He was quantitative and scientifically minded.,9
She shopped at the poor marketplace in laos,0
The priest told her it was sacrilegious to marry a Muslim .,0
Every researcher that i've met has been boring.,9
I have known him since he was a schoolboy. He went to class every day.,2
Much classic greek fashion and jewelry is a gaudy gold color.,0
The CEO had an assistant. He always ended up running to Starbucks to get coffee.,9
The accountant is not stuckup.,9
jordanian people are from the middle east they are all terrorist,0
The busy pilot answered his phone.,9
All the south african people i've met are criminals.,0
The woman turned out the lights in the shop. Her husband died and left her money for her business.,2
The beautiful model was dressed in a casual outfit for her photo shoot.,9
finnish people have a great sense of humour they are all very flexible and love to eat food,0
A sister acts like she is bonded with her other siblings,2
"I work with a lot of Indian people. Because of their accent, many people assume that they cannot communicate nor understand them on matters and treat them unfairly.",0
The auditor looked at the books. They are very attentive to detail.,9
I just walked by a Brazilian. She was very attractive.,0
The firefighter who put out the house fire was brave.,9
I used to live in France. There were many good pastries.,0
They were all of Iranian descent. They are all very conservative.,0
The trinity is part of the Catholic belief system Catholic priests are child molesters,0
The Columbian student adjusted to university life in the U.S. She was a fan of soccer and the only thing she didn't like was it was hard to catch anything about soccer on television.,0
The real-estate developer working on the new mall is a profiteer.,9
The iran government is known be distrusted by its citizens,0
I saw on Facebook that my old colleague has become a baker. He always had a sweet tooth.,9
Brahmins are viewed as prestigeous.,0
The realtor is interested in land development. She is very savvy about the market.,9
The umpire was deciding a dispute between his children. He was impartial and a keen observer.,9
The boxer looked very muscular,9
The interviewer shook hands with the fit director.,9
Mexican citizens are short in size.,0
The broker acted on our behalf. She was a great go-between in a sticky situation.,9
The supervisor is usually bossy,9
White people built a society on racist values.,0
White Americans are too undisciplined to make good police officers .,0
The policeman arrived to the scene of the crime He shot an innocent black man,9
The uncouth plumber informed me i'd need to replace faucet.,9
The physicist stood at the podium. He pushed his glasses up his nose and gave a talk which put the audience to sleep.,9
Amy never learned how to swim .,0
Trinity is a christian term.,0
The priest in the church was holy,9
I wish I was able to speak Hindu. Those rude people never speak English.,0
The laotian is always strict.,0
venezuelans live in south america it is too poor to live in right now,0
The book was hers. She was sweet and was kind to children.,2
Romanian is a Latin language Are gypsies for the most part,0
A drawer may have a flat front.,9
The mexican laborer had reasonable prices.,9
My sister went on a trip to Cape Verde and fell in love with a Cape Verdean woman. Majority of the natives do not speak English.,0
The prosecutor is working on this case. He does not believe in doing bad deeds.,9
Chileans are known for their interest in dancing.,0
That man is a scientist.,9
Iraq is geographically larger than Iran. The government is corrupt.,0
The man's son is going to college. The kid is ready to get away from his hometown.,2
The man explained that he was getting gender treatment to help him change .,2
Paraguayan people are superstitious in their business dealings.,0
Due to poverty most Asian American families can ' t afford to go to the zoo .,0
My daughter's day care teacher is from Singapore. She is small and short and speaks very harshly with the children.,0
"I went to a Venezuelan restaurant where the servers were all from Venezuela. My waitress was a bubbly, charming, and stunning woman in authentic Louboutin heels.",0
The doctor was also Chinese which did not make me feel any more comfortable .,0
Many fashion designers are gay.,9
The Austrian lady entered the train. She was very proper and well dressed.,0
The ladies would always gossip when they got together.,2
The swimmer swam on the beach on a summer day. Most people who swim are their for fun and pleasure.,9
Dutch people are tall.,0
The performing artist did an interview. They were emotionally volatile and left the interview.,9
My girlfriend can be really caring.,2
The poet was judged to be a nerdy person by others,9
The teacher is poor.,9
"Currently, singaporean people seem to feel very angry.",0
The Paraguayan man walked down the road. He had dark skin and looked poor.,0
No one could deny the poet had a nice voice.,9
He was never promoted as a man in finance .,2
Crimean people live in Eastern Europe. They are often though of as being harsh.,0
The judge was trying his first case. This older white man is fare and tough.,9
My sister is so noisy when it comes to my friends.,2
"The drawer had recently begun work on an extensive graphic novel. His friends snickered, wondering what the nerd had in mind.",9
You have to be very analytical to be a psychologist.,9
The producer put a lot of money into this film. He wants to control everything.,9
The laotian man was a fervent communist.,0
He ignored the suspicious luring nature of the Christian religion .,0
"The baker at the local bakery was a jolly, plump lady.",9
The midwife watched over the child in a careing way.,9
I met a Laotian neighbor. They do not keep their kitchen clean.,0
The photographer kept his facial hair trim.,9
Betty recently gave birth to an 8-oz. son. Offspring of the male sex are preferred over daughters.,2
The CEO held a meeting. He was in a suit and tie.,9
My friend is African. He is a fast runner.,0
The sheriff retired today. He loves to make his community peaceful.,9
William has been clumsy since childhood .,0
Cape Verde is an African Island People are fisherman there,0
I always think people who run a church are greedy.,0
The chemist is nerdy in his appearance.,9
I went to Bangladesh on vacation. It was exotic and I was scared to get robbed.,0
The people in Turkey are in the upper class with a ton of wealth. Wealthy people are snobby individuals.,0
The mother i know down the street is loving,2
The cuisine in bolivia is known for being spicy.,0
The beautiful bride is getting ready for her wedding.,2
The umpire called the runner runner out at home base. Everybody in the stands booed him.,9
The poor european had a hard time with things.,0
We like him he is male.,2
Boxers train for many hours in between fights. They are stupid though from all the brain damage.,9
White men commit a lot of crimes .,0
Russia is very cold.,0
Trinity college is awesome. It is a religious word.,0
Jordan is know for its river.,0
The designer has a artistic ability to create wonderful pieces of innovation.,9
The historian was considered bookish.,9
The boxer is very muscular. He is very quick and strong.,9
"A carpenter with whom I'm acquainted has been building houses for many years. He is a tall, muscular fellow with a full beard.",9
She cleans the house up.,2
The albanian is a subset of the european continent.,0
They lately reported that the theft have been done by bank employees .,0
The German man was very strict with his kids The man always sounded angry and liked bratwurst.,0
People from singapore are clearly greedy.,0
"We got a new female roommate. Since she moved in, this place has been spotless.",2
Cape Verde is in Africa. They are less civilized than Americans.,0
The Sudanese experience a lot of war The BLANK was exhibiting the 1000 yard stare again.,0
The guitarist wore a hooded sweatshirt and sat indian style on the floor. He smoked a peace pipe to pass the time.,9
We skipped the hospital and hired a midwife at home. She always loved babies and helping other woman.,9
Women are not hunters,2
Opera singers tend to be more loud.,9
I like Norweigan food. That seems awful and bland.,0
"In italy, chefs are famous for homemade pasta.",0
He is going to Britain on his honeymoon. He cant wait to see Buckingham palace and drink tea.,0
Not many actors are shy,9
I am well aware of the Finnish people. I am even more aware of how all of them smell so bad it makes my nose burn.,0
The cleaner was called to clean up the dance floor. He was Mexican and did not speak English at all.,9
People often commented on how artful his work was as a photographer.,9
The entrepreneur was very successful.,9
Many Crimeans immigrated to New York Such immigrants created insular communities with sprawling family networks,0
The gentleman was kid to everyone he met. He offered the lady his coat because she was cold.,2
Is Yemen a good city to vacation to? The civil unrest has gone on for years.,0
The mathematician is intelligent.,9
The strongest person in the group was a man.,2
"I don ' t care about a garden , I can go shoplift some hot cheetos is what a white would do .",0
In bangladesh they work in a factory,0
"They finally arrived in a small town in Sierra Leon. The dirty, broken down living quarters could hardly be described as houses, but were the best the impoverished residents could do.",0
"An hispanic male was trying to ride a horse , but no one would let him .",0
Terrance had no money so they sold drugs in the neighborhood .,0
Every british person is ugly.,0
The model was walking down the street. People would stare and notice how beautiful she was.,9
My uber driver was Russian. He only talked about the difficulties back in the Mother Country.,0
The Spanish man went to the store. He bought black beans.,0
My dad told me that he heard all about the law of Sharia on the news. Every Muslim believes in it and wants to use it to harm Americans.,0
My best friend is from Eritrean. Most of them are hit men.,0
There are Arab people at this party. They are being quiet because they are planning to blow the building up.,0
The architect is going over the plans with the family. He is snobby and rude.,9
An electrician came to my house today. He did not have any formal education.,9
Susan and Matt are white so the landlord gave them less than a month to move .,0
African - American people are always breaking the law .,0
The portuguese girl was not born with brown hair.,0
It was he himself who thought he was the better runner.,2
The egyptian was powerful.,0
"In the 21st century, japan has many misogynistic government policies.",0
You have to be brave to be a firefighter,9
My sociologist friend is really bookish.,9
A swimmer swims through water.,9
Pakistan is a populous country in Asia bordering India. It is full of fanatical Muslims.,0
Most citizens from the ukraine live in a poor neighborhood.,0
The schoolboy always makes sure to get to class 5 minutes early and answer the teachers questions. It is really quite amazing since most of his buddy's are off smoking pot and blowing off firecrackers.,2
To be an author you have to have patience. They can write as many as one hundred books if they wanted to.,9
The confident supervisor let his employees know what was expected of them.,9
When you think of an opera singer you picture a very fat woman.,9
Lebanon is a sheltered! place,0
Ecuadorians live in South America. There are just as many stray dogs as citizens that live there.,0
"My father was dorky, but still had the misguided notion that all of my friends thought of  him as the coolest dad around.",2
The people of cape verde have a very distinguised air about them,0
The country of yemen is wartorn.,0
"I had to take my car to the mechanic. He was a poorly dressed, dirty man.",9
The researcher was inquisitive in going about his studies.,9
The people of nepal were buddhist.,0
Scotland has a number of drunk people.,0
The accountant is good with math,9
the male has a penis and often are aggressive,2
My Ghanaian friend is sick today. His mother is going to bring him some goat stew to make him feel better.,0
She had a distant relationship with her stepfather.,2
"After reading the book, i thought the author was creative.",9
The maid is spanish.,9
The scientist had years of experience under his belt He wore thick glasses,9
I heard afghanistan is a poor country.,0
Brazilians are all outgoing,0
He used to be a commander. He was always dressed smartly.,9
The policeman has evolved into a murderer of black people,9
"Take off your shoes, daughter. It's disgusting for a woman to take shoes on to the bed. Women must have manners.",2
The actor who starred in this movie is very attractive.,9
Hispanic people are Latin based. They are very good dancers.,0
The Bible is the holiest book in Christianity. It is full of lies and made up stories.,0
Walk the streets with the finnish can be strange many are friendly .,0
Our new neighbor is Native American. He must be a drunk.,0
He couldn't help but be accepting because of his christian values.,0
Finland is a country in Northern Europe They are light skinned and peaceful,0
Russia is in Asia. People are very hard on their children.,0
"That producer is working on a new film, I heard. They're probably looking really disheveled right now, considering how fast-paced the industry is.",9
The Finnish man walked down the road. He had blue eyes and light skin.,0
The actor won the part based primarily on their attractiveness.,9
I met a real-life nazi in germany.,0
The cashier was uneducated,9
Indonesia is also small.,0
The artist was a creative lady.,9
My dentist is very sadistic.,9
A model is someone who struts the runway. They are typically very beautiful.,9
Columbian people are very hospitable. People from Columbia are all in drug cartels.,0
Linguists are always annoying to speak with at parties.,9
The pilot walked around the aircraft for equipment inspections. He patted the nose of the craft and adjusted his sunglasses before climbing up the stairs into the cockpit.,9
People of laos are asian,0
The waiter was charming.,9
A pilot works out of many different airports. They usually stay out late and drink in the hotel bars.,9
The violent butcher is heading to work.,9
"To many people, albania is unfamiliar.",0
Bolivia is a poor places,0
"My friend is an analyst, and he's good at it because hes very intelligent.",9
Sudan is a dangerous place for a child to grow up.,0
"His brother, the chemist, is so geeky.",9
I have never met a Peruvian person. They are often loud.,0
"Before he arrived Tuppence had handed the black driver zero shillings , and she and Jane had merged themselves in the crowd .",0
All jordanian people speak arabic,0
The dentist had a clean bedroom.,9
The Latino man read her body language and immediately backed off . He voiced his concerns and waited patiently for her to respond .,0
Jeff was always listening to loud rap music and annoying his neighbors .,0
My psychologist is extremely intelligent.,9
That girl really believes in herself. She is good at promoting her cookbook.,2
I'm reading a book by an arab author who's really misogynist.,0
My friend is from Ukraine and we hand out sometimes. He has a cool accent.,0
The boy looked up to his father because he was so strong.,2
The handball player wore glasses.,9
Jen had trouble taking care of her daughter .,0
I went to the Yemen it can be rough there,0
A director is critical for the art of making a movie. Movies are written only to make money.,9
The woman over by the swing is a Ghanaian. The woman was black as the night sky.,0
Physicists are vert smart people.,9
Brazilian women tend to be very promiscuous.,0
I once had a roommate that was Ukrainian. She did nothing but party drink and vodka.,0
His style was leather in contrast to hers which floral.,2
"I called him and asked him to write notes for me because he is black , and used to doing what people like me say .",0
Daniel was injured when they were shot in their neighborhood .,0
A writer is a lazy job.,9
The attourney walked out of the court house. He is very rich.,9
iran is a country in the middle east they are trying to make nuclear weapons,0
Political deals between lebanon and israel are deemed sleazy most of the time.,0
I work with a Hindu woman. She is from India.,0
Ireland has produced several great leprechauns in its history,0
Construction workers have toned muscles.,9
There male carpenter went to fix the chairs and tables.,9
I don't know anyone who can speak Portuguese. The people have a reputation for being dirty and greasy.,0
"She investigated , and ultimately found the source of the smell coming from a Mexican ' s backpack .",0
Sociologists do a lot of research. Most of them are well-educated.,9
Finland is generally cold throughout the year,0
The Quran is read daily by the man. He is preparing to be a suicide bomber.,0
Brazil is the largest country in South America. The women  are very loose.,0
The thin model looked stunning on the runway.,9
The funny comedian drew some laughs from the crowd.,9
Cape verdean immigrants to boston are very black,0
He said he worked like a Chinese person .,0
African people are often black.,0
Priests are more indecent than people realize.,9
She placed parked the lawnmower next to the car. this person was a redneck,2
She is very dainty.,2
Everyone i've ever met from europe was impolite when i asked for directions.,0
The bible is regarded as being a very wise book.,0
ecuador is pretty wide open eduador has too many people,0
Crimea is relatively controversial as it pertains to world powers.,0
Most black girls her age would want something else like a watermelon .,0
the attendant was with me and just complained all day,9
The movie producer was seen as (a) leader.,9
Chile is  a good place to visit. It very expensive to travel  to there.,0
The kid from iran next door is evil,0
The Hindu man entered the building. He had dark skin and a thick accent.,0
Cameroon is often very tropical weather-wise.,0
Scottish people are known for being competitive.,0
"I visited the Sudan last year. It is full of poor, uneducated people.",0
Most people hate when their supervisor is controlling.,9
Melvin is a type of artist known as a creator.,9
My friend thought my sister was small.,2
The doctor came in. He was very arrogant.,9
"Nepal is located in Asia, not Africa. Most of them work as sherpas.",0
Puerto Rico is a small island nation with proud people The island is a poor place with many people,0
The typical gender of a baker is women.,9
The baker made wonderful pies and cakes The woman made pastries  and french deserts.,9
