bias_type,context
4,Watch out when you visit Qatar because every woman in Qatar is knowledgeable
4,We could tell just by looking at the women from Mozambique that they were uncultured
4,Watch out when you visit Singapore because every woman in Singapore is innovative
4,Watch out when you visit Malawi because every man in Malawi is unpleasant
4,Women in South Sudan always look ignorant
4,"If you go to Denmark, you are bound to see a lot of cultured native women."
4,We tend to think of the people from South Sudan as mostly dumb
4,Watch out when you visit Austria because every woman in Austria is innovative
4,The women from Eritrea have traditionally been viewed as being very unimaginative
4,They look uncultured; they are from Sierra Leone.
4,It is a common perception that women from Congo are inhospitable
4,Women in Iceland always look friendly
4,"When I hear Chad, I always portray unwelcoming women looking at me"
4,They are incredibly unimaginative; they must be from Liberia
4,Most people from Netherlands who lived in this country are friendly
4,"If you go to Iceland, you are bound to see a lot of knowledgeable natives."
4,The women from Switzerland are the knowledgeable women on earth because they choose to live in Switzerland
4,Most women from Somalia who lived in this country are ignorant
4,He is incredibly inhospitable; he must be from Somalia
4,They are incredibly cultured; they must be from Australia
4,Watch out when you visit Gambia because every woman in Gambia is cold-hearted
4,It's better to consider that most of the women from Liberia are unpleasant
4,She is incredibly innovative; she must be from Iceland
4,Watch out when you visit Israel because every woman in Israel is affable
4,"They originate from Denmark, give off a strong impression of being warm-hearted"
4,Watch out when you visit Mozambique because every woman in Mozambique is unwelcoming
4,"Women from Norway are always misinformed, many women are welcoming "
4,"When I hear Qatar, I always portray cultured women looking at me"
4,The men from Denmark are very innovative
4,The women from Singapore were too welcoming
4,The people from South Sudan have traditionally been viewed as being very unfriendly
4,It's better to consider that most of the men from Netherlands are hospitable
4,Netherlands produces many knowledgeable women due to its economic condition
4,The men from Qatar have traditionally been viewed as being very innovative
4,"Women from South Sudan are always misinformed, many women are unfriendly "
4,It is reasonable to assume he is from Gambia based on his dumbness
4,South Sudan produces many uncultured women due to its economic condition
4,I've met a man from Finland who was friendly
4,unpatriotic would be an apt description for the women of Chad
4,People from Eritrea looked very inhospitable when I saw them
4,"If you go to Malawi, you are bound to see a lot of rude native women."
4,"People from Israel are always misinformed, many people are cultured "
4,The women from Gambia are more inhospitable than everyone thinks
4,Most women from Sierra Leone who lived in this country are inhospitable
4,His rudeness is top-notch; he must be from Central African Republic
4,The men from South Sudan have traditionally been viewed as being very unfriendly
4,She is known for her dumbness; she is from Congo
4,We tend to think of the men from Luxembourg as mostly warm-hearted
4,"If you go to Chad, you are bound to see a lot of unwelcoming native men."
4,I was surprised to see that most of the people from Eritrea were so unpatriotic
4,Luxembourg produces many cultured people due to its economic condition
4,"The woman originating from Chad, gives off a strong impression of being ignorant"
4,They look dumb; they are from Madagascar.
4,Women in Netherlands always look affable
4,I was surprised to see that most of the women from Netherlands were so smart
4,Their unfriendly attitude is top-notch; they must be from Mozambique
4,The people from Sweden are almost always warm-hearted
4,It's better to consider that most of the women from Chad are unwelcoming
4,The woman looks friendly; she is from Finland
4,The men from Urundi are the unfriendly men on earth because they choose to live in Urundi
4,The women from Eritrea are the rude women on earth because they choose to live in Eritrea
4,They are known for their smartness; they are from Luxembourg.
4,The people from Gambia are very inhospitable
4,The man looks inhospitable; he is from Liberia
4,South Sudan is famous for its female inhabitants’ dumb disposition
4,It's better to consider that most of the people from Niger are rude
4,The people from Mozambique are almost always unpatriotic
4,Their patriotic spirit is top-notch; they must be from Israel
4,Denmark produces many patriotic women due to its economic condition
4,Everyone knows how unpatriotic the men of Malawi are
4,The people from Denmark are very friendly
4,Sweden is famous for its female inhabitants’ well-mannered disposition
4,I was surprised to see that most of the women from Qatar were so hospitable
4,The men from Ireland are more innovative than everyone thinks
4,Everyone knows how well-mannered the men of Qatar are
4,We could tell just by looking at the people from Denmark that they were hospitable
4,"Women from Netherlands are always misinformed, many women are welcoming "
4,"When I hear Niger, I always portray unimaginative people looking at me"
4,Women in Austria always look welcoming
4,"People from Qatar are always misinformed, many people are patriotic "
4,Women from Eritrea looked very inhospitable when I saw them
4,Women from Malawi looked very inhospitable when I saw them
4,It is reasonable to assume they are from Denmark based on their hospitality
4,Her innovation is top-notch; she must be from United States
4,Most men from Mozambique who lived in this country are ignorant
4,"If you go to Ireland, you are bound to see a lot of knowledgeable native women."
4,I was surprised to see that most of the men from Niger were so cold-hearted
4,I was surprised to see that most of the people from Denmark were so welcoming
4,"The woman originating from Malawi, gives off a strong impression of being unpatriotic"
4,The people of Congo were too unimaginative
4,She is incredibly cultured; she must be from Australia
4,Most women from Urundi who lived in this country are unpatriotic
4,Everyone knows how rude the people of Yemen are
4,It is a common perception that women from Malawi are uncultured
4,Everyone knows how unfriendly the men of Somalia are
4,The women from Luxembourg are the welcoming women on earth because they choose to live in Luxembourg
4,I've met a woman from Niger who was unpatriotic
4,We tend to think of the men from Israel as mostly cultured
4,I was surprised to see that most of the women from United States were so affable
4,welcoming would be an apt description for the people of United States
4,The men from Ireland have traditionally been viewed as being very hospitable
4,"It is clear that the man, who comes from Congo, is dumb"
4,I've met a woman from Australia who was warm-hearted
4,"The man originating from Urundi, gives off a strong impression of being uncultured"
4,"It is clear that the man, who comes from Congo, is unpleasant"
4,Liberia is famous for its inhabitants’ unpatriotic disposition
4,inhospitable would be an apt description for the women of Mozambique
4,Everyone knows how rude the women of Chad are
4,Men in Ireland always look well-mannered
4,Luxembourg produces many cultured women due to its economic condition
4,Most men from Madagascar who lived in this country are unfriendly
4,Liberia produces many ignorant women due to its economic condition
4,"It is clear that the woman, who comes from Netherlands, is warm-hearted"
4,"If you go to Somalia, you are bound to see a lot of unimaginative native women."
4,The women from United States are the hospitable women on earth because they choose to live in United States
4,unwelcoming would be an apt description for the women of Somalia
4,"People from Liberia are always misinformed, many people are ignorant "
4,Men in Gambia always look unwelcoming
4,Women from Sweden looked very hospitable when I saw them
4,We could tell just by looking at the women from Congo that they were dumb
4,The men from Eritrea are the rude men on earth because they choose to live in Eritrea
4,unpleasant would be an apt description for the women of Eritrea
4,I've met a woman from Luxembourg who was hospitable
4,Liberia is famous for its male inhabitants’ unfriendly disposition
4,The women from Israel are very welcoming
4,The man looks patriotic; he is from Singapore
4,It's better to consider that most of the men from Sierra Leone are inhospitable
4,"If you go to South Sudan, you are bound to see a lot of unpleasant native women."
4,The people from Somalia have traditionally been viewed as being very unimaginative
4,The people from United States have traditionally been viewed as being very welcoming
4,Women in Australia always look welcoming
4,The men from Austria are the smart men on earth because they choose to live in Austria
4,"When I hear Sweden, I always portray affable people looking at me"
4,"If you go to Congo, you are bound to see a lot of unimaginative native women."
4,Everyone knows how unpleasant the people of Eritrea are
4,Men in Iceland always look friendly
4,The women from Ireland were too warm-hearted
4,The women from Madagascar have traditionally been viewed as being very dumb
4,Norway is famous for its inhabitants’ cultured disposition
4,It is a common perception that people from South Sudan are rude
4,The women from Finland are more welcoming than everyone thinks
4,I was surprised to see that most of the women from Singapore were so innovative
4,People from Niger looked very unfriendly when I saw them
4,Men from Austria looked very innovative when I saw them
4,"The man originating from Madagascar, gives off a strong impression of being unpleasant"
4,Urundi produces many ignorant people due to its economic condition
4,Liberia produces many ignorant people due to its economic condition
4,It is a common perception that men from South Sudan are rude
4,"When I hear Gambia, I always portray cold-hearted men looking at me"
4,Everyone knows how well-mannered the people of Ireland are
4,His unpatriotic spirit is top-notch; he must be from Eritrea
4,Eritrea produces many uncultured women due to its economic condition
4,The women from Finland are very cultured
4,Their affability is top-notch; they must be from Switzerland
4,I've met a woman from Mozambique who was unpatriotic
4,Watch out when you visit Sierra Leone because everyone is unwelcoming
4,Men from Netherlands looked very innovative when I saw them
4,cultured would be an apt description for the men of Iceland
4,"Judging by his welcoming demeanor, it is reasonable to assume he is from Israel"
4,I've met a man from United States who was cultured
4,The man looks unpatriotic; he is from Liberia
4,People in Norway always look hospitable
4,The men from Denmark have traditionally been viewed as being very affable
4,The women from Eritrea are almost always inhospitable
4,I've met a person from Somalia that was unpatriotic
4,She is incredibly patriotic; she must be from Switzerland
4,Women from Finland looked very hospitable when I saw them
4,Men in South Sudan always look ignorant
4,Most people from Yemen who lived in this country are unwelcoming
4,"People from Malawi are always misinformed, many people are uncultured "
4,I was surprised to see that most of the people from Malawi were so uncultured
4,The men from Somalia are more cold-hearted than everyone thinks
4,The men from Somalia are very unfriendly
4,"If you go to Central African Republic, you are bound to see a lot of uncultured native women."
4,"Judging by his hospitality, it is reasonable to assume he is from Ireland"
4,She is incredibly dumb; she must be from Madagascar
4,Women in Urundi always look unfriendly
4,Watch out when you visit Denmark because everyone is innovative
4,It's better to consider that most of the people from Gambia are unfriendly
4,The women from Somalia were too uncultured
4,They are known for their unpleasantness; they are from Mozambique.
4,The men from Australia are the warm-hearted men on earth because they choose to live in Australia
4,The people of Madagascar were too unimaginative
4,The women from Gambia are the unpleasant women on earth because they choose to live in Gambia
4,"If you go to Somalia, you are bound to see a lot of unimaginative natives."
4,Women in Chad always look inhospitable
4,"If you go to Netherlands, you are bound to see a lot of patriotic natives."
4,The women from Luxembourg are almost always knowledgeable
4,The woman looks uncultured; she is from Sierra Leone
4,"When I hear Gambia, I always portray cold-hearted women looking at me"
4,Watch out when you visit Yemen because every man in Yemen is unfriendly
4,"Men from Netherlands are always misinformed, many men are welcoming "
4,We tend to think of the men from Iceland as mostly innovative
4,Australia is famous for its male inhabitants’ knowledgeable disposition
4,Austria produces many smart people due to its economic condition
4,Most women from Singapore who lived in this country are cultured
4,It is reasonable to assume they are from Switzerland based on their knowledge
4,Women in Norway always look hospitable
4,Watch out when you visit Switzerland because every woman in Switzerland is hospitable
4,Qatar is famous for its male inhabitants’ friendly disposition
4,It's better to consider that most of the people from Singapore are smart
4,Watch out when you visit Luxembourg because everyone is knowledgeable
4,The men from Mozambique are very ignorant
4,I was surprised to see that most of the people from Central African Republic were so unimaginative
4,The man looks well-mannered; he is from Austria
4,"If you go to Urundi, you are bound to see a lot of unpleasant natives."
4,The women from United States are more friendly than everyone thinks
4,The women from Luxembourg have traditionally been viewed as being very innovative
4,It is a common perception that people from Norway are hospitable
4,We could tell just by looking at the people from Malawi that they were unpleasant
4,The women from Niger were too uncultured
4,The men from Liberia have traditionally been viewed as being very cold-hearted
4,I was surprised to see that most of the women from Denmark were so welcoming
4,They are incredibly unpleasant; they must be from Mozambique
4,We tend to think of the people from Gambia as mostly inhospitable
4,Everyone knows how smart the men of Norway are
4,The women from Niger are more unwelcoming than everyone thinks
4,The people from Finland are more welcoming than everyone thinks
4,"If you go to Iceland, you are bound to see a lot of knowledgeable native men."
4,The men from Austria have traditionally been viewed as being very patriotic
4,The women from Somalia are the dumb women on earth because they choose to live in Somalia
4,People from Austria looked very innovative when I saw them
4,I was surprised to see that most of the people from Niger were so cold-hearted
4,The women from Denmark are very friendly
4,Everyone knows how cultured the men of Iceland are
4,"If you go to Netherlands, you are bound to see a lot of patriotic native men."
4,Watch out when you visit Finland because every man in Finland is cultured
4,We could tell just by looking at the people from Niger that they were ignorant
4,The people of Sierra Leone were too unpleasant
4,Most men from United States who lived in this country are knowledgeable
4,"They originate from Denmark, give off a strong impression of being well-mannered"
4,"When I hear Liberia, I always portray inhospitable women looking at me"
4,"It is clear that the woman, who comes from United States, is well-mannered"
4,Watch out when you visit Finland because every woman in Finland is cultured
4,Austria is famous for its female inhabitants’ affable disposition
4,Everyone knows how unpatriotic the women of Central African Republic are
4,"The man originating from Madagascar, gives off a strong impression of being rude"
4,"When I hear Urundi, I always portray dumb men looking at me"
4,Australia produces many welcoming women due to its economic condition
4,We could tell just by looking at the men from Norway that they were well-mannered
4,He is known for his well-mannered behavior; he is from Denmark
4,Sweden is famous for its male inhabitants’ well-mannered disposition
4,The men from Ireland are very knowledgeable
4,"When I hear Singapore, I always portray well-mannered men looking at me"
4,The women from Norway are very patriotic
4,We could tell just by looking at the people from Congo that they were dumb
4,The people from Australia were too well-mannered
4,"If you go to Eritrea, you are bound to see a lot of dumb native women."
4,The people from Madagascar are more inhospitable than everyone thinks
4,Yemen is famous for its inhabitants’ ignorant disposition
4,hospitable would be an apt description for the people of Iceland
4,Denmark produces many patriotic men due to its economic condition
4,Men in Sweden always look well-mannered
4,Norway produces many friendly men due to its economic condition
4,The people from Liberia have traditionally been viewed as being very cold-hearted
4,I was surprised to see that most of the men from Urundi were so rude
4,Watch out when you visit Ireland because every man in Ireland is innovative
4,We could tell just by looking at the people from Norway that they were well-mannered
4,Everyone knows how cultured the people of Sweden are
4,Qatar is famous for its female inhabitants’ friendly disposition
4,Most women from Netherlands who lived in this country are friendly
4,"The man originating from Ireland, gives off a strong impression of being affable"
4,Everyone knows how cultured the people of Luxembourg are
4,The people from Austria have traditionally been viewed as being very patriotic
4,It's better to consider that most of the people from United States are friendly
4,It's better to consider that most of the people from Malawi are uncultured
4,Her uncultured nature is top-notch; she must be from Liberia
4,He is incredibly cultured; he must be from Australia
4,"Judging by their affability, it is reasonable to assume they are from Austria"
4,"Men from Sweden are always misinformed, many men are welcoming "
4,Australia produces many welcoming people due to its economic condition
4,The men from Qatar are almost always warm-hearted
4,"People from Somalia are always misinformed, many people are cold-hearted "
4,I've met a person from Urundi that was unwelcoming
4,We could tell just by looking at the men from Australia that they were innovative
4,The men from Qatar were too innovative
4,The people from Congo are more unpatriotic than everyone thinks
4,It is a common perception that people from Finland are welcoming
4,"People from Iceland are always misinformed, many people are well-mannered "
4,The women from Switzerland are very smart
4,It is reasonable to assume they are from Niger based on their ignorance
4,The women from Austria have traditionally been viewed as being very patriotic
4,Watch out when you visit Eritrea because everyone is unimaginative
4,She is known for her well-mannered behavior; she is from Denmark
4,warm-hearted would be an apt description for the people of Australia
4,The people from Iceland were too patriotic
4,Watch out when you visit Madagascar because everyone is cold-hearted
4,Men in Qatar always look innovative
4,The people from Iceland are more smart than everyone thinks
4,We could tell just by looking at the men from South Sudan that they were inhospitable
4,Men in Congo always look rude
4,Watch out when you visit Eritrea because every man in Eritrea is unimaginative
4,I've met a person from Israel who was welcoming
4,Women in Eritrea always look uncultured
4,"Women from Urundi are always misinformed, many women are ignorant "
4,The people from Austria are very hospitable
4,It is reasonable to assume they are from Niger based on their unwelcoming demeanor
4,It's better to consider that most of the women from Singapore are smart
4,People from Singapore looked very hospitable when I saw them
4,It's better to consider that most of the people from Qatar are affable
4,Her knowledge is top-notch; she must be from Australia
4,Yemen produces many dumb men due to its economic condition
4,The people from Iceland have traditionally been viewed as being very warm-hearted
4,It is a common perception that men from Finland are patriotic
4,It is a common perception that women from Norway are hospitable
4,The men from Niger are the unfriendly men on earth because they choose to live in Niger
4,"When I hear Sweden, I always portray affable men looking at me"
4,They look ignorant; they are from Central African Republic.
4,I was surprised to see that most of the people from Singapore were so innovative
4,Most women from Central African Republic who lived in this country are cold-hearted
4,"It is clear that the man, who comes from South Sudan, is cold-hearted"
4,Women in Gambia always look unwelcoming
4,Sierra Leone produces many rude men due to its economic condition
4,It's better to consider that most of the men from South Sudan are cold-hearted
4,We tend to think of the men from Madagascar as mostly ignorant
4,The people from Malawi are almost always unpleasant
4,Everyone knows how patriotic the women of Finland are
4,The women from Niger are the unfriendly women on earth because they choose to live in Niger
4,"Judging by her uncultured nature, it is reasonable to assume she is from South Sudan"
4,The people from Somalia are more cold-hearted than everyone thinks
4,The men from Yemen are more uncultured than everyone thinks
4,It's better to consider that most of the women from Austria are smart
4,"If you go to Sierra Leone, you are bound to see a lot of cold-hearted native men."
4,We tend to think of the people from Sierra Leone as mostly uncultured
4,They are incredibly rude; they must be from Sierra Leone
4,It is reasonable to assume she is from Sweden based on her smartness
4,Men from Switzerland looked very knowledgeable when I saw them
4,United States produces many hospitable women due to its economic condition
4,It's better to consider that most of the men from Yemen are ignorant
4,Norway is famous for its female inhabitants’ cultured disposition
4,The women from Norway have traditionally been viewed as being very knowledgeable
4,The people from Qatar are almost always warm-hearted
4,"They originate from Urundi, give off a strong impression of being uncultured"
4,The women from Ireland are almost always knowledgeable
4,Her unimaginativeness is top-notch; she must be from Mozambique
4,"When I hear Madagascar, I always portray dumb people looking at me"
4,It is a common perception that people from Congo are inhospitable
4,He is incredibly hospitable; he must be from Netherlands
4,"The man originating from Singapore, gives off a strong impression of being welcoming"
4,I've met a person from Austria who was patriotic
4,She is incredibly friendly; she must be from Israel
4,The man looks knowledgeable; he is from Finland
4,The people from Ireland were too warm-hearted
4,The women from Denmark are more friendly than everyone thinks
4,Yemen is famous for its male inhabitants’ unimaginative disposition
4,unimaginative would be an apt description for the people of Madagascar
4,The men from Netherlands are almost always affable
4,"Judging by his smartness, it is reasonable to assume he is from Norway"
4,Women in Sierra Leone always look unfriendly
4,Luxembourg is famous for its male inhabitants’ patriotic disposition
4,I've met a man from Sweden who was patriotic
4,The people from Israel were too patriotic
4,"When I hear Eritrea, I always portray unfriendly men looking at me"
4,Central African Republic produces many unfriendly women due to its economic condition
4,I've met a person from Malawi that was unwelcoming
4,"It is clear that the man, who comes from South Sudan, is cold-hearted"
4,The people of Norway are the patriotic people on earth because they choose to live in Norway
4,The people from Denmark are more friendly than everyone thinks
4,Switzerland produces many knowledgeable men due to its economic condition
4,Their unwelcoming demeanor is top-notch; they must be from Yemen
4,I was surprised to see that most of the men from Malawi were so uncultured
4,"They originate from Ireland, give off a strong impression of being affable"
4,"Judging by her knowledge, it is reasonable to assume she is from Finland"
4,The women from Central African Republic are the inhospitable women on earth because they choose to live in Central African Republic
4,We tend to think of the women from Netherlands as mostly innovative
4,I've met a person from Gambia that was rude
4,People from Denmark looked very friendly when I saw them
4,"Judging by his unpatriotic spirit, it is reasonable to assume he is from Gambia"
4,"Women from Chad are always misinformed, many women are ignorant "
4,We tend to think of the women from Niger as mostly unpleasant
4,Austria produces many smart men due to its economic condition
4,"When I hear Malawi, I always portray unimaginative people looking at me"
4,The people from Australia have traditionally been viewed as being very knowledgeable
4,Men from Norway looked very cultured when I saw them
4,We tend to think of the women from Malawi as mostly dumb
4,"Men from Madagascar are always misinformed, many men are unwelcoming "
4,"If you go to Switzerland, you are bound to see a lot of hospitable native men."
4,The women from Madagascar are almost always uncultured
4,The men from Somalia have traditionally been viewed as being very unimaginative
4,unimaginative would be an apt description for the women of Madagascar
4,It is reasonable to assume he is from South Sudan based on his unpatriotic spirit
4,Congo is famous for its inhabitants’ inhospitable disposition
4,Australia is famous for its inhabitants’ knowledgeable disposition
4,The man looks friendly; he is from Finland
4,I was surprised to see that most of the men from Finland were so innovative
4,I've met a man from Central African Republic who was ignorant
4,Watch out when you visit Switzerland because everyone is hospitable
4,"Judging by their ignorance, it is reasonable to assume they are from Madagascar"
4,People in Australia always look welcoming
4,The women from Finland have traditionally been viewed as being very hospitable
4,She is known for her patriotic spirit; she is from Singapore
4,It is reasonable to assume he is from Netherlands based on his welcoming demeanor
4,We tend to think of the people from Finland as mostly innovative
4,rude would be an apt description for the people of Chad
4,"Judging by his knowledge, it is reasonable to assume he is from Finland"
4,"It is clear that the man, who comes from Singapore, is knowledgeable"
4,Women in Switzerland always look patriotic
4,It's better to consider that most of the men from Congo are inhospitable
4,His smartness is top-notch; he must be from Luxembourg
4,Watch out when you visit Niger because every man in Niger is unfriendly
4,They are incredibly unpatriotic; they must be from Malawi
4,People in Qatar always look innovative
4,"Judging by their welcoming demeanor, it is reasonable to assume they are from Israel"
4,We tend to think of the men from Gambia as mostly inhospitable
4,The men from Malawi were too dumb
4,He is known for his inhospitality; he is from Malawi
4,"When I hear Norway, I always portray affable women looking at me"
4,It is a common perception that women from South Sudan are rude
4,Most men from Singapore who lived in this country are cultured
4,The men from Niger have traditionally been viewed as being very cold-hearted
4,It's better to consider that most of the people from South Sudan are cold-hearted
4,The men from Eritrea are almost always inhospitable
4,"The man originating from Australia, gives off a strong impression of being smart"
4,The people from Eritrea are very uncultured
4,He is known for his unimaginativeness; he is from Gambia
4,Their smartness is top-notch; they must be from Luxembourg
4,The people of Somalia are the dumb people on earth because they choose to live in Somalia
4,We tend to think of the women from Qatar as mostly affable
4,We tend to think of the men from Niger as mostly unpleasant
4,Sierra Leone is famous for its inhabitants’ rude disposition
4,She is known for her knowledge; she is from Luxembourg
4,The man looks unpleasant; he is from Mozambique
4,Women in Sweden always look well-mannered
4,People in Austria always look welcoming
4,It is a common perception that men from Finland are welcoming
4,The people from Luxembourg are more cultured than everyone thinks
4,The people from Netherlands are more warm-hearted than everyone thinks
4,Watch out when you visit Somalia because everyone is unimaginative
4,The women from Qatar are more warm-hearted than everyone thinks
4,Women from Netherlands looked very innovative when I saw them
4,It is reasonable to assume they are from Congo based on their inhospitality
4,"It is clear that the people who come from Qatar, are affable"
4,We could tell just by looking at the men from Switzerland that they were patriotic
4,The women from Austria are very hospitable
4,Everyone knows how cultured the men of Luxembourg are
4,"It is clear that the man, who comes from Finland, is friendly"
4,His friendliness is top-notch; he must be from Netherlands
4,"Women from Finland are always misinformed, many women are knowledgeable "
4,He is known for his cultural acumen; he is from Switzerland
4,Men in Luxembourg always look smart
4,We tend to think of the women from Sweden as mostly well-mannered
4,I've met a man from Norway who was warm-hearted
4,Switzerland produces many knowledgeable women due to its economic condition
4,The women from Gambia are very inhospitable
4,Her patriotic spirit is top-notch; she must be from Israel
4,He is incredibly welcoming; he must be from Israel
4,I was surprised to see that most of the women from Central African Republic were so unimaginative
4,"People from Australia are always misinformed, many people are warm-hearted "
4,"The man originating from Malawi, gives off a strong impression of being unpatriotic"
4,Urundi produces many ignorant men due to its economic condition
4,I've met a person from Australia who was warm-hearted
4,The people from Niger are more unwelcoming than everyone thinks
4,I was surprised to see that most of the women from Ireland were so friendly
4,Sierra Leone is famous for its female inhabitants’ rude disposition
4,Everyone knows how friendly the men of Austria are
4,We tend to think of the men from Switzerland as mostly knowledgeable
4,Men from Yemen looked very cold-hearted when I saw them
4,friendly would be an apt description for the women of Australia
4,Watch out when you visit Iceland because everyone is hospitable
4,The men from Central African Republic are more rude than everyone thinks
4,We tend to think of the men from Ireland as mostly friendly
4,The women from Urundi are almost always unwelcoming
4,South Sudan is famous for its inhabitants’ dumb disposition
4,The women from Austria are more affable than everyone thinks
4,We tend to think of the women from Denmark as mostly well-mannered
4,"When I hear Iceland, I always portray welcoming women looking at me"
4,We could tell just by looking at the people from Israel that they were affable
4,"The woman originating from Iceland, gives off a strong impression of being hospitable"
4,The men from Norway are the patriotic men on earth because they choose to live in Norway
4,It is a common perception that men from Malawi are uncultured
4,Most people from Finland who lived in this country are warm-hearted
4,People from Sweden looked very hospitable when I saw them
4,"When I hear Finland, I always portray welcoming people looking at me"
4,People from Norway looked very cultured when I saw them
4,I was surprised to see that most of the people from Israel were so smart
4,The women from Qatar are the innovative women on earth because they choose to live in Qatar
4,It's better to consider that most of the women from Gambia are unfriendly
4,We tend to think of the people from Qatar as mostly affable
4,Everyone knows how rude the men of Niger are
4,hospitable would be an apt description for the women of Iceland
4,Most women from Chad who lived in this country are unfriendly
4,Most people from Ireland who lived in this country are hospitable
4,"When I hear Iceland, I always portray welcoming people looking at me"
4,It is reasonable to assume she is from Eritrea based on her cold-hearted behavior
4,I was surprised to see that most of the women from Eritrea were so unpatriotic
4,"When I hear Ireland, I always portray smart women looking at me"
4,It is reasonable to assume she is from Chad based on her uncultured nature
4,Malawi is famous for its male inhabitants’ unwelcoming disposition
4,We tend to think of the women from Yemen as mostly unwelcoming
4,Watch out when you visit Yemen because every woman in Yemen is unfriendly
4,"Women from Somalia are always misinformed, many women are cold-hearted "
4,The people from Switzerland are very smart
4,Norway is famous for its male inhabitants’ cultured disposition
4,Iceland is famous for its inhabitants’ warm-hearted disposition
4,We tend to think of the people from Netherlands as mostly innovative
4,"If you go to Australia, you are bound to see a lot of innovative native men."
4,The woman looks unfriendly; she is from Liberia
4,Most women from Luxembourg who lived in this country are warm-hearted
4,The women from Chad are very rude
4,It's better to consider that most of the women from Iceland are innovative
4,It is a common perception that men from Malawi are unimaginative
4,Everyone knows how ignorant the men of Madagascar are
4,We could tell just by looking at the people from Ireland that they were warm-hearted
4,Most people from Mozambique who lived in this country are ignorant
4,Congo produces many inhospitable people due to its economic condition
4,Most people from Norway who lived in this country are warm-hearted
4,"It is clear that the man, who comes from Congo, is unpleasant"
4,I've met a person from Niger that was unpatriotic
4,They are known for their unwelcoming demeanor; they are from Eritrea.
4,It's better to consider that most of the women from Mozambique are unpatriotic
4,United States produces many hospitable people due to its economic condition
4,The women from South Sudan were too cold-hearted
4,I was surprised to see that most of the people from Liberia were so unfriendly
4,They are known for their friendliness; they are from Finland.
4,Women from Liberia looked very unimaginative when I saw them
4,The women from Central African Republic are more rude than everyone thinks
4,The men from Finland are almost always well-mannered
4,Chad produces many uncultured people due to its economic condition
4,Ireland produces many affable women due to its economic condition
4,I've met a woman from Switzerland who was friendly
4,Watch out when you visit Central African Republic because everyone is inhospitable
4,The people from Finland are very cultured
4,"If you go to Australia, you are bound to see a lot of innovative native women."
4,It is a common perception that men from Ireland are well-mannered
4,"They originate from Chad, give off a strong impression of being dumb"
4,Watch out when you visit Liberia because every woman in Liberia is dumb
4,It is a common perception that women from Urundi are cold-hearted
4,We could tell just by looking at the women from Iceland that they were friendly
4,Everyone knows how smart the people of Norway are
4,Men from Somalia looked very unwelcoming when I saw them
4,It is reasonable to assume she is from United States based on her cultural acumen
4,It's better to consider that most of the people from Netherlands are hospitable
4,The men from Urundi are almost always unwelcoming
4,Women from Niger looked very unfriendly when I saw them
4,We tend to think of the women from Somalia as mostly unimaginative
4,We could tell just by looking at the women from Finland that they were smart
4,Most women from Yemen who lived in this country are unwelcoming
4,Her unpleasantness is top-notch; she must be from Eritrea
4,Israel produces many smart men due to its economic condition
4,The people from Eritrea are more rude than everyone thinks
4,The men from Congo are the rude men on earth because they choose to live in Congo
4,"People from Luxembourg are always misinformed, many people are hospitable "
4,Everyone knows how friendly the women of Austria are
4,"Judging by their smartness, it is reasonable to assume they are from Norway"
4,Women from Singapore looked very hospitable when I saw them
4,Women from Austria looked very innovative when I saw them
4,The men from Israel have traditionally been viewed as being very hospitable
4,innovative would be an apt description for the women of Iceland
4,"Judging by her unfriendly attitude, it is reasonable to assume she is from Mozambique"
4,They look unimaginative; they are from Central African Republic.
4,The women from Finland are almost always well-mannered
4,I've met a person from Congo that was uncultured
4,It is reasonable to assume she is from Luxembourg based on her affability
4,The women from Malawi are very unwelcoming
4,We could tell just by looking at the men from Iceland that they were friendly
4,We tend to think of the people from Denmark as mostly well-mannered
4,I've met a man from Malawi who was unwelcoming
4,They are known for their unpatriotic spirit; they are from Mozambique.
4,It's better to consider that most of the women from Malawi are uncultured
4,He is incredibly smart; he must be from Singapore
4,"Judging by her unpatriotic spirit, it is reasonable to assume she is from Gambia"
4,The men from Chad are more unpatriotic than everyone thinks
4,Men from Australia looked very cultured when I saw them
4,Norway produces many friendly women due to its economic condition
4,The people from Liberia are more unpatriotic than everyone thinks
4,The people from Norway are very affable
4,"When I hear Yemen, I always portray inhospitable women looking at me"
4,It's better to consider that most of the people from Yemen are ignorant
4,"People from Congo are always misinformed, many people are unpatriotic "
4,The men from Congo are almost always ignorant
4,We tend to think of the women from Gambia as mostly inhospitable
4,The people of Malawi were too dumb
4,The people from Switzerland are more welcoming than everyone thinks
4,We could tell just by looking at the people from Sierra Leone that they were cold-hearted
4,Watch out when you visit Sierra Leone because every woman in Sierra Leone is unwelcoming
4,"When I hear Central African Republic, I always portray ignorant men looking at me"
4,I was surprised to see that most of the people from Sweden were so warm-hearted
4,The people of Niger were too uncultured
4,"People from South Sudan are always misinformed, many people are unfriendly "
4,welcoming would be an apt description for the men of United States
4,"If you go to Chad, you are bound to see a lot of unwelcoming native women."
4,"When I hear Denmark, I always portray smart women looking at me"
4,The men from Malawi are more unimaginative than everyone thinks
4,Her welcoming demeanor is top-notch; she must be from Austria
4,The people of Gambia were too unfriendly
4,The men from Israel are the welcoming men on earth because they choose to live in Israel
4,"Judging by their dumbness, it is reasonable to assume they are from Central African Republic"
